lon, lat, freeboard (m), standard deviation, count
-180 81.5 0.278807462687 0.0761789707399	134
-178.5 81.5 0.230293043478 0.0919225100066	115
-177 81.5 0.269810948905 0.0891481678731	137
-175.5 81.5 0.300890295359 0.0777378190273	237
-174 81.5 0.282735849057 0.0861036718979	159
-172.5 81.5 0.22363030303 0.0883721080461	99
-171 81.5 0.212160714286 0.10025199645	56
-169.5 81.5 0.174907894737 0.0831536753233	38
-168 81.5 0.17401754386 0.105854603994	57
-166.5 81.5 0.166548888889 0.132964003369	45
-165 81.5 0.260188 0.0947482035543	100
-163.5 81.5 0.230672972973 0.0961882747066	74
-162 81.5 0.213915662651 0.120112836667	83
-160.5 81.5 0.173779166667 0.0996585232625	48
-159 81.5 0.172951111111 0.0949122312796	45
-157.5 81.5 0.184623809524 0.102866617057	21
-156 81.5 0.202745098039 0.087158539028	51
-154.5 81.5 0.137443478261 0.149621716564	46
-153 81.5 0.186105555556 0.0849481587943	36
-151.5 81.5 0.229768518519 0.114147527555	54
-150 81.5 0.134841176471 0.130280721227	17
-148.5 81.5 0.154484507042 0.112438659655	71
-147 81.5 0.152130188679 0.12350555659	106
-145.5 81.5 0.159440650407 0.113938729463	123
-144 81.5 0.163356321839 0.132314268862	87
-142.5 81.5 0.1797832 0.128047971565	125
-141 81.5 0.178745714286 0.122014304133	140
-139.5 81.5 0.139096261682 0.124948011774	107
-138 81.5 0.186723611111 0.114394228768	72
-136.5 81.5 0.167473684211 0.102238950724	57
-135 81.5 0.16058372093 0.122617187991	86
-133.5 81.5 0.158799242424 0.117142860844	132
-132 81.5 0.169075784753 0.108142644147	223
-130.5 81.5 0.169103 0.113764718692	400
-129 81.5 0.170106024096 0.102389210243	415
-127.5 81.5 0.208958057395 0.0951591492154	453
-126 81.5 0.199636338798 0.108945602697	366
-124.5 81.5 0.261965753425 0.102098870804	438
-123 81.5 0.208998947368 0.098394477861	285
-121.5 81.5 0.219624229075 0.0976449876537	227
-120 81.5 0.219483044983 0.0855098692103	289
-118.5 81.5 0.198213744076 0.122906752694	211
-117 81.5 0.158001724138 0.110489391962	116
-115.5 81.5 0.164906086957 0.1385536512	115
-114 81.5 0.217835416667 0.138498267501	96
-112.5 81.5 0.140958992806 0.114492670997	139
-111 81.5 0.194926451613 0.124932520528	155
-109.5 81.5 0.226597052154 0.101895831235	441
-108 81.5 0.250678370787 0.0936995976581	356
-106.5 81.5 0.158482022472 0.122227379913	89
-105 81.5 0.182597468354 0.130634920896	79
-103.5 81.5 0.197726573427 0.127266753207	143
-102 81.5 0.269732110092 0.125022506034	109
-100.5 81.5 0.225115384615 0.170156379499	52
-99 81.5 0.174823076923 0.144388784806	65
-97.5 81.5 0.264548351648 0.119848911664	182
-96 81.5 0.276863636364 0.0927340512507	33
-9 81.5 0.184875 0.0578385622722	8
-7.5 81.5 0.16354 0.120344061884	40
-6 81.5 0.175549295775 0.145071434496	71
-4.5 81.5 0.224529292929 0.154457748171	99
-3 81.5 0.210726086957 0.143665069892	138
